,invoice_id,cust_number,name_customer,Industry_Sector,buisness_year,issue_date,due_in_date,invoice_currency,total_open_amount,clear_date,isOpen,Ground_Truth,issue_date_format,due_in_date_format,clear_date_format,time_taken_for_payment,payment_category,sector_format,no_of_days_for_due_pay,US_Dollars,no_of_early_pays,avg_of_early_pays,no_of_OnTime_pays,avg_of_OnTime_pays,no_of_late_pays,avg_of_late_pays,no_of_VeryLate_pays,avg_of_VeryLate_pays,no_of_CriticallyLate_pays,avg_of_CriticallyLate_pays
429,1930430867.0,100032284,KEURIG trust,,2020,1/22/20,20200302,USD,28136.25,3/20/20 0:00,0,,2020-01-22,2020-03-02,2020-03-20,18.0,Late,AllSectors,40,28136.25,0,0.0,0,0.0,0,0.0,0,0.0,1,8157.263636363636
430,1929003689.0,200353024,DECA corp,,2019,3/21/19,20190408,USD,210.96,04/01/19 0:00,0,,2019-03-21,2019-04-08,2019-04-01,-7.0,Early,AllSectors,18,210.96,2,39.31428571428572,0,0.0,0,0.0,0,0.0,0,0.0
431,1929119688.0,200755701,ASSOCI in,,2019,04/12/19,20190427,USD,26530.93,4/26/19 0:00,0,,2019-04-12,2019-04-27,2019-04-26,-1.0,Early,AllSectors,15,26530.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
432,1929720329.0,200707822,PUBLI systems,,2019,08/07/19,20190822,USD,9949.04,11/20/19 0:00,0,,2019-08-07,2019-08-22,2019-11-20,90.0,VeryLate,AllSectors,15,9949.04,0,0.0,1,107064.54545454544,5,82578.71176470589,0,0.0,0,0.0
434,1929113950.0,200769369,DI us,,2019,04/12/19,20190427,USD,33163.97,4/29/19 0:00,0,,2019-04-12,2019-04-27,2019-04-29,2.0,Late,AllSectors,15,33163.97,0,0.0,0,0.0,2,40286.51904761905,0,0.0,0,0.0
435,1929513772.0,200865666,RESTAU corporation,,2019,6/25/19,20190710,USD,1023.37,07/10/19 0:00,0,,2019-06-25,2019-07-10,2019-07-10,0.0,OnTime,AllSectors,15,1023.37,0,0.0,2,5284.919047619047,0,0.0,0,0.0,0,0.0
436,1928638116.0,200707822,PUBLI systems,,2019,1/17/19,20190201,USD,90731.43,02/04/19 0:00,0,,2019-01-17,2019-02-01,2019-02-04,3.0,Late,AllSectors,15,90731.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
437,2960591631.0,140104440,SO foundation,,2019,11/05/19,20191117,CAD,304528.77,11/21/19 0:00,0,,2019-11-05,2019-11-17,2019-11-21,4.0,Late,AllSectors,12,222306.0021,0,0.0,0,0.0,5,96970.7117647059,0,0.0,0,0.0
438,1929181116.0,200555117,BURR trust,,2019,4/19/19,20190504,USD,79535.97,05/06/19 0:00,0,,2019-04-19,2019-05-04,2019-05-06,2.0,Late,AllSectors,15,79535.97,0,0.0,1,169.24545454545452,1,432.4454545454545,0,0.0,0,0.0
439,1929610956.0,200769623,WAL-MAR trust,Retail,2019,07/12/19,20190727,USD,14634.32,7/24/19 0:00,0,,2019-07-12,2019-07-27,2019-07-24,-3.0,Early,Retail,15,14634.32,82,22371.34275274056,1,11085.927272727273,16,22594.181987577642,1,791.8272727272727,0,0.0
441,2960526994.0,140106408,WAL-M in,,2019,02/04/19,20190214,CAD,45768.31,2/20/19 0:00,0,,2019-02-04,2019-02-14,2019-02-20,6.0,Late,AllSectors,10,33410.866299999994,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
443,1930507621.0,200744019,TARG llc,,2020,02/10/20,20200225,USD,83046.76,2/25/20 0:00,0,,2020-02-10,2020-02-25,2020-02-25,0.0,OnTime,AllSectors,15,83046.76,3,22686.08387096774,1,42423.56363636363,10,28943.765346534656,0,0.0,0,0.0
444,1928721271.0,200711029,WEGMAN us,,2019,02/06/19,20190221,USD,6475.55,2/21/19 0:00,0,,2019-02-06,2019-02-21,2019-02-21,0.0,OnTime,AllSectors,15,6475.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
448,1928860681.0,200762301,C&S WH systems,,2019,2/27/19,20190314,USD,47344.96,3/14/19 0:00,0,,2019-02-27,2019-03-14,2019-03-14,0.0,OnTime,AllSectors,15,47344.96,1,26.027272727272724,2,40619.66666666666,1,1072.790909090909,0,0.0,0,0.0
449,1929348734.0,200726979,BJ'S  ,,2019,5/21/19,20190605,USD,167.97,06/05/19 0:00,0,,2019-05-21,2019-06-05,2019-06-05,0.0,OnTime,AllSectors,15,167.97,0,0.0,4,27000.421951219512,8,10730.02962962963,0,0.0,0,0.0
450,1929716067.0,200797452,US  associates,,2019,08/07/19,20190822,USD,66176.65,8/23/19 0:00,0,,2019-08-07,2019-08-22,2019-08-23,1.0,Late,AllSectors,15,66176.65,0,0.0,0,0.0,1,54300.96363636363,0,0.0,0,0.0
451,1929815905.0,200704858,WAKE trust,,2019,8/31/19,20190915,USD,151372.68,09/12/19 0:00,0,,2019-08-31,2019-09-15,2019-09-12,-3.0,Early,AllSectors,15,151372.68,0,0.0,1,15927.381818181815,1,64644.43636363636,0,0.0,0,0.0
452,1930195437.0,200707822,PUBLI ,,2019,11/26/19,20191211,USD,118272.16,12/11/19 0:00,0,,2019-11-26,2019-12-11,2019-12-11,0.0,OnTime,AllSectors,15,118272.16,0,0.0,3,65283.86451612903,5,82578.71176470589,1,9044.581818181818,0,0.0
453,1930008438.0,200792734,MDV/ trust,,2019,10/13/19,20191028,USD,21592.15,10/29/19 0:00,0,,2019-10-13,2019-10-28,2019-10-29,1.0,Late,AllSectors,15,21592.15,1,52718.627272727266,0,0.0,0,0.0,0,0.0,1,2048.9636363636364
455,1929722054.0,200769623,WAL-MAR corporation,Retail,2019,08/09/19,20190824,USD,57185.76,8/21/19 0:00,0,,2019-08-09,2019-08-24,2019-08-21,-3.0,Early,Retail,15,57185.76,91,22568.825027442366,1,11085.927272727273,18,24033.357458563536,1,791.8272727272727,0,0.0
456,1930032760.0,200769623,WAL-MAR corporation,Retail,2019,10/19/19,20191103,USD,1092.51,10/30/19 0:00,0,,2019-10-19,2019-11-03,2019-10-30,-4.0,Early,Retail,15,1092.51,123,24237.9437855402,1,11085.927272727273,21,23591.502369668247,1,791.8272727272727,0,0.0
457,2960535925.0,140104249,SOB systems,,2019,3/16/19,20190404,CAD,24049.99,04/12/19 0:00,0,,2019-03-16,2019-04-04,2019-04-12,8.0,Late,AllSectors,19,17556.492700000003,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
459,1930009404.0,200726979,BJ'S  corp,,2019,10/15/19,20191030,USD,795.63,10/30/19 0:00,0,,2019-10-15,2019-10-30,2019-10-30,0.0,OnTime,AllSectors,15,795.63,0,0.0,17,7271.629239766082,17,11307.380701754386,0,0.0,0,0.0
460,1930269092.0,200769623,WAL-MAR corp,Retail,2019,12/12/19,20191227,USD,61673.46,12/24/19 0:00,0,,2019-12-12,2019-12-27,2019-12-24,-3.0,Early,Retail,15,61673.46,155,23522.126499032875,1,11085.927272727273,29,24292.270790378003,1,791.8272727272727,0,0.0
461,1929916058.0,200781831,RITE corp,,2019,9/25/19,20191010,USD,87020.67,10/10/19 0:00,0,,2019-09-25,2019-10-10,2019-10-10,0.0,OnTime,AllSectors,15,87020.67,0,0.0,0,0.0,1,81340.2,0,0.0,0,0.0
462,1930377901.0,200186937,SYSC corporation,,2020,01/08/20,20200123,USD,50939.87,1/27/20 0:00,0,,2020-01-08,2020-01-23,2020-01-27,4.0,Late,AllSectors,15,50939.87,0,0.0,0,0.0,1,14892.227272727272,0,0.0,0,0.0
463,1929844226.0,200803720,DEC co,,2019,09/07/19,20190911,USD,18312.28,09/12/19 0:00,0,,2019-09-07,2019-09-11,2019-09-12,1.0,Late,AllSectors,4,18312.28,8,2449.21975308642,0,0.0,1,8469.8,0,0.0,0,0.0
464,1928859152.0,200769623,WAL-MAR foundation,Retail,2019,2/26/19,20190313,USD,267.3,03/08/19 0:00,0,,2019-02-26,2019-03-13,2019-03-08,-5.0,Early,Retail,15,267.3,24,16202.726556016594,0,0.0,6,23443.847540983606,1,791.8272727272727,0,0.0
465,1930207153.0,100031704,DELHAIZE foundation,,2019,12/01/19,20191216,USD,86698.97,12/17/19 0:00,0,,2019-12-01,2019-12-16,2019-12-17,1.0,Late,AllSectors,15,86698.97,2,52904.91904761905,2,11590.32857142857,3,22587.025806451613,0,0.0,0,0.0
466,1929604026.0,200741174,M B  co,,2019,07/12/19,20190813,USD,33418.94,8/14/19 0:00,0,,2019-07-12,2019-08-13,2019-08-14,1.0,Late,AllSectors,32,33418.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
467,1929699788.0,200726979,BJ'S  ,,2019,08/05/19,20190820,USD,235.24,8/20/19 0:00,0,,2019-08-05,2019-08-20,2019-08-20,0.0,OnTime,AllSectors,15,235.24,0,0.0,12,9326.320661157024,14,13500.89574468085,0,0.0,0,0.0
469,1929808321.0,200900909,SYSCO trust,,2019,8/29/19,20190913,USD,3429.83,9/13/19 0:00,0,,2019-08-29,2019-09-13,2019-09-13,0.0,OnTime,AllSectors,15,3429.83,0,0.0,1,4275.20909090909,6,17728.950819672133,0,0.0,0,0.0
472,1930150316.0,200759878,SA in,,2019,11/13/19,20191128,USD,22635.54,12/02/19 0:00,0,,2019-11-13,2019-11-28,2019-12-02,4.0,Late,AllSectors,15,22635.54,0,0.0,6,53266.14262295082,18,34716.94751381215,0,0.0,0,0.0
474,1930361746.0,200769623,WAL-MAR ,Retail,2020,01/07/20,20200122,USD,54671.37,1/17/20 0:00,0,,2020-01-07,2020-01-22,2020-01-17,-5.0,Early,Retail,15,54671.37,163,23421.096137339046,1,11085.927272727273,30,23649.7976744186,1,791.8272727272727,0,0.0
475,1930421121.0,200799367,MCL trust,,2020,1/24/20,20200208,USD,35615.31,02/10/20 0:00,0,,2020-01-24,2020-02-08,2020-02-10,2.0,Late,AllSectors,15,35615.31,0,0.0,1,87341.51818181817,3,27165.622580645162,0,0.0,0,0.0
476,1929466472.0,200726979,BJ'S  us,,2019,06/11/19,20190626,USD,239.42,6/26/19 0:00,0,,2019-06-11,2019-06-26,2019-06-26,0.0,OnTime,AllSectors,15,239.42,0,0.0,8,13767.53950617284,9,11593.056043956043,0,0.0,0,0.0
477,1929195880.0,200749782,KROG corp,,2019,4/23/19,20190508,USD,7411.86,05/08/19 0:00,0,,2019-04-23,2019-05-08,2019-05-08,0.0,OnTime,AllSectors,15,7411.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
478,1930144231.0,200769623,WAL-MAR trust,Retail,2019,11/12/19,20191127,USD,1898.2,11/22/19 0:00,0,,2019-11-12,2019-11-27,2019-11-22,-5.0,Early,Retail,15,1898.2,134,24087.194630872473,1,11085.927272727273,24,24084.290871369296,1,791.8272727272727,0,0.0
479,1929635082.0,100044041,DEF. F llc,,2019,7/19/19,20190808,USD,2160.29,08/01/19 0:00,0,,2019-07-19,2019-08-08,2019-08-01,-7.0,Early,AllSectors,20,2160.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
480,2960604826.0,140104423,METRO  us,,2020,01/03/20,20200117,CAD,30377.47,1/14/20 0:00,0,,2020-01-03,2020-01-17,2020-01-14,-3.0,Early,AllSectors,14,22175.5531,3,123594.56129032258,0,0.0,2,138494.2,0,0.0,0,0.0
481,1929028315.0,200700919,US  llc,,2019,3/27/19,20190428,USD,7992.72,4/29/19 0:00,0,,2019-03-27,2019-04-28,2019-04-29,1.0,Late,AllSectors,32,7992.72,0,0.0,0,0.0,1,35655.73636363636,0,0.0,0,0.0
483,1928697516.0,200424504,M  corp,,2019,1/29/19,20190215,USD,2931.16,2/19/19 0:00,0,,2019-01-29,2019-02-15,2019-02-19,4.0,Late,AllSectors,17,2931.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
484,1928830882.0,200078795,H T H corporation,,2019,2/20/19,20190307,USD,1195.4,03/08/19 0:00,0,,2019-02-20,2019-03-07,2019-03-08,1.0,Late,AllSectors,15,1195.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
485,1991827702.0,CC6000,HEINZ ,,2019,5/20/19,20190704,USD,22041.56,07/12/19 0:00,0,,2019-05-20,2019-07-04,2019-07-12,8.0,Late,AllSectors,45,22041.56,0,0.0,0,0.0,0,0.0,1,9727.372727272726,0,0.0
487,1930423090.0,200769623,WAL-MAR llc,Retail,2020,1/22/20,20200206,USD,17719.73,02/03/20 0:00,0,,2020-01-22,2020-02-06,2020-02-03,-3.0,Early,Retail,15,17719.73,171,23787.764289888946,1,11085.927272727273,31,23115.739871382633,1,791.8272727272727,0,0.0
488,1929571647.0,200780383,MEIJ foundation,,2019,07/03/19,20190718,USD,21273.77,7/22/19 0:00,0,,2019-07-03,2019-07-18,2019-07-22,4.0,Late,AllSectors,15,21273.77,0,0.0,1,16814.418181818182,4,43931.56585365854,0,0.0,0,0.0
489,1930023946.0,200704045,RA llc,,2019,10/18/19,20191102,USD,1730.7,11/04/19 0:00,0,,2019-10-18,2019-11-02,2019-11-04,2.0,Late,AllSectors,15,1730.7,0,0.0,2,26819.185714285715,1,23731.70909090909,0,0.0,0,0.0
490,1929852468.0,200725421,BEN  llc,Food,2019,09/11/19,20190926,USD,17851.5,16/09/19,0,,2019-09-11,2019-09-26,2019-09-16,-10.0,Early,Food,15,17851.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
491,1928765286.0,200704045,RA associates,,2019,02/07/19,20190222,USD,37029.64,2/22/19 0:00,0,,2019-02-07,2019-02-22,2019-02-22,0.0,OnTime,AllSectors,15,37029.64,0,0.0,1,17536.954545454544,0,0.0,0,0.0,0,0.0
492,2960583293.0,140105686,SYSC co,,2019,10/01/19,20191019,CAD,28108.5,10/24/19 0:00,0,,2019-10-01,2019-10-19,2019-10-24,5.0,Late,AllSectors,18,20519.204999999998,0,0.0,0,0.0,8,34778.16543209876,0,0.0,0,0.0
494,1929650566.0,200772670,ASSOCIAT co,,2019,7/22/19,20190806,USD,13689.19,08/07/19 0:00,0,,2019-07-22,2019-08-06,2019-08-07,1.0,Late,AllSectors,15,13689.19,3,55643.96129032257,2,36956.57619047619,8,48494.724691358024,0,0.0,0,0.0
495,1930047538.0,200742521,GLA in,,2019,10/26/19,20191110,USD,9165.0,11/19/19 0:00,0,,2019-10-26,2019-11-10,2019-11-19,9.0,Late,AllSectors,15,9165.0,1,34641.08181818182,0,0.0,1,5341.045454545454,0,0.0,0,0.0
496,1929982075.0,200769623,WAL-MAR us,Retail,2019,10/09/19,20191024,USD,48970.0,10/21/19 0:00,0,,2019-10-09,2019-10-24,2019-10-21,-3.0,Early,Retail,15,48970.0,120,23971.55970024978,1,11085.927272727273,21,23591.502369668247,1,791.8272727272727,0,0.0
497,1929748655.0,200794332,COST llc,,2019,8/16/19,20190831,USD,2254.43,8/30/19 0:00,0,,2019-08-16,2019-08-31,2019-08-30,-1.0,Early,AllSectors,15,2254.43,5,30252.44117647059,3,13657.106451612903,3,25472.81612903226,0,0.0,0,0.0
499,1930188173.0,200331749,SYSC foundation,,2019,11/22/19,20191207,USD,43829.94,12/11/19 0:00,0,,2019-11-22,2019-12-07,2019-12-11,4.0,Late,AllSectors,15,43829.94,0,0.0,0,0.0,3,11052.625806451613,0,0.0,0,0.0
500,1929041696.0,200936373,SUPE llc,,2019,3/28/19,20190412,USD,9886.67,04/12/19 0:00,0,,2019-03-28,2019-04-12,2019-04-12,0.0,OnTime,AllSectors,15,9886.67,0,0.0,0,0.0,1,13536.60909090909,0,0.0,0,0.0
501,1929152624.0,200726979,BJ'S  llc,,2019,4/17/19,20190502,USD,9222.81,05/02/19 0:00,0,,2019-04-17,2019-05-02,2019-05-02,0.0,OnTime,AllSectors,15,9222.81,0,0.0,3,32735.135483870967,6,14196.611475409838,0,0.0,0,0.0
503,1929230391.0,200900909,SYSCO co,,2019,4/29/19,20190514,USD,15539.03,5/16/19 0:00,0,,2019-04-29,2019-05-14,2019-05-16,2.0,Late,AllSectors,15,15539.03,0,0.0,0,0.0,2,4874.142857142857,0,0.0,0,0.0
504,1928714057.0,100036538,DENVER in,,2019,02/05/19,20190220,USD,512.0,2/14/19 0:00,0,,2019-02-05,2019-02-20,2019-02-14,-6.0,Early,AllSectors,15,512.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
505,2960576892.0,140104409,LOB co,,2019,8/31/19,20190910,CAD,261811.32,9/13/19 0:00,0,,2019-08-31,2019-09-10,2019-09-13,3.0,Late,AllSectors,10,191122.2636,0,0.0,0,0.0,2,141067.59047619047,0,0.0,0,0.0
506,1930216424.0,200761734,H E BUT corp,,2019,12/04/19,20191219,USD,73309.01,12/18/19 0:00,0,,2019-12-04,2019-12-19,2019-12-18,-1.0,Early,AllSectors,15,73309.01,6,30766.029508196727,0,0.0,2,22615.490476190476,0,0.0,0,0.0
507,1928883741.0,200769623,WAL-MAR in,Retail,2019,03/02/19,20190317,USD,1915.56,03/12/19 0:00,0,,2019-03-02,2019-03-17,2019-03-12,-5.0,Early,Retail,15,1915.56,27,15862.281549815494,0,0.0,6,23443.847540983606,1,791.8272727272727,0,0.0
508,1930037330.0,200705742,DOT trust,,2019,10/21/19,20191122,USD,28175.07,11/12/19 0:00,0,,2019-10-21,2019-11-22,2019-11-12,-10.0,Early,AllSectors,32,28175.07,6,16821.560655737707,3,8635.535483870968,2,15912.309523809523,0,0.0,0,0.0
509,1930018915.0,200418007,AM systems,,2019,10/21/19,20191105,USD,4200.0,11/05/19 0:00,0,,2019-10-21,2019-11-05,2019-11-05,0.0,OnTime,AllSectors,15,4200.0,1,66110.07272727272,1,381.8181818181818,3,3864.6516129032257,0,0.0,0,0.0
510,1929069039.0,200769623,WAL-MAR systems,Retail,2019,04/04/19,20190419,USD,15549.86,4/15/19 0:00,0,,2019-04-04,2019-04-19,2019-04-15,-4.0,Early,Retail,15,15549.86,38,19852.933858267716,0,0.0,7,20161.547887323944,1,791.8272727272727,0,0.0
512,1928746664.0,200799367,MCL trust,,2019,02/07/19,20190222,USD,96075.67,2/22/19 0:00,0,,2019-02-07,2019-02-22,2019-02-22,0.0,OnTime,AllSectors,15,96075.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
513,1929764406.0,200778870,C us,,2019,8/20/19,20190904,USD,206.36,09/10/19 0:00,0,,2019-08-20,2019-09-04,2019-09-10,6.0,Late,AllSectors,15,206.36,0,0.0,0,0.0,1,121765.44545454544,0,0.0,0,0.0
514,1930031906.0,200759878,SA associates,,2019,10/21/19,20191105,USD,48849.17,11/06/19 0:00,0,,2019-10-21,2019-11-05,2019-11-06,1.0,Late,AllSectors,15,48849.17,0,0.0,6,53266.14262295082,16,35155.49192546584,0,0.0,0,0.0
515,1928592759.0,200769623,WAL-MAR us,Retail,2019,01/10/19,20190125,USD,37124.42,1/22/19 0:00,0,,2019-01-10,2019-01-25,2019-01-22,-3.0,Early,Retail,15,37124.42,3,18349.0,0,0.0,0,0.0,0,0.0,0,0.0
517,1930058622.0,200736312,WESTERN foundation,,2019,10/28/19,20191112,USD,12707.34,11/15/19 0:00,0,,2019-10-28,2019-11-12,2019-11-15,3.0,Late,AllSectors,15,12707.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
518,1929252586.0,200508557,FOODL trust,,2019,05/10/19,20190525,USD,4699.2,5/28/19 0:00,0,,2019-05-10,2019-05-25,2019-05-28,3.0,Late,AllSectors,15,4699.2,0,0.0,1,1493.7363636363634,0,0.0,0,0.0,0,0.0
521,2960536897.0,140106434,KITCH us,,2019,3/26/19,20190413,CAD,14757.7,04/10/19 0:00,0,,2019-03-26,2019-04-13,2019-04-10,-3.0,Early,AllSectors,18,10773.121000000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
523,1929243773.0,200769623,WAL-MAR in,Retail,2019,05/03/19,20190518,USD,265.5,5/14/19 0:00,0,,2019-05-03,2019-05-18,2019-05-14,-4.0,Early,Retail,15,265.5,50,20057.34690618763,1,11085.927272727273,8,17723.343209876544,1,791.8272727272727,0,0.0
524,2960558106.0,140105686,SYSC corporation,,2019,6/28/19,20190714,CAD,1690.11,7/18/19 0:00,0,,2019-06-28,2019-07-14,2019-07-18,4.0,Late,AllSectors,16,1233.7803,0,0.0,0,0.0,5,31644.32352941177,0,0.0,0,0.0
525,2960544814.0,140106408,WAL-M llc,,2019,4/29/19,20190509,CAD,43007.61,5/22/19 0:00,0,,2019-04-29,2019-05-09,2019-05-22,13.0,Late,AllSectors,10,31395.5553,0,0.0,0,0.0,5,21616.737254901964,0,0.0,0,0.0
526,2960578428.0,140106408,WAL-M llc,,2019,09/07/19,20190917,CAD,1717.53,10/07/19 0:00,0,,2019-09-07,2019-09-17,2019-10-07,20.0,Late,AllSectors,10,1253.7969,0,0.0,0,0.0,10,45166.34455445545,0,0.0,0,0.0
527,1929982043.0,200799367,MCL associates,,2019,10/10/19,20191025,USD,14744.33,10/29/19 0:00,0,,2019-10-10,2019-10-25,2019-10-29,4.0,Late,AllSectors,15,14744.33,0,0.0,1,87341.51818181817,1,7157.772727272727,0,0.0,0,0.0
528,1928859820.0,200762301,C&S WH trust,,2019,2/25/19,20190312,USD,79706.18,03/12/19 0:00,0,,2019-02-25,2019-03-12,2019-03-12,0.0,OnTime,AllSectors,15,79706.18,1,26.027272727272724,1,5086.472727272727,1,1072.790909090909,0,0.0,0,0.0
530,1929065199.0,200772670,ASSOCIAT associates,,2019,04/01/19,20190416,USD,24130.19,4/17/19 0:00,0,,2019-04-01,2019-04-16,2019-04-17,1.0,Late,AllSectors,15,24130.19,3,55643.96129032257,1,24573.22727272727,1,41955.163636363635,0,0.0,0,0.0
532,1928843468.0,200732755,KROGER co,,2019,2/22/19,20190309,USD,110271.34,03/11/19 0:00,0,,2019-02-22,2019-03-09,2019-03-11,2.0,Late,AllSectors,15,110271.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
533,2960605070.0,140104429,COSTCO systems,,2020,01/04/20,20200117,CAD,72903.12,1/17/20 0:00,0,,2020-01-04,2020-01-17,2020-01-17,0.0,OnTime,AllSectors,13,53219.277599999994,2,48290.3,0,0.0,6,42678.29180327869,0,0.0,0,0.0
534,1929229497.0,200769623,WAL-MAR ,Retail,2019,4/29/19,20190514,USD,12194.52,5/14/19 0:00,0,,2019-04-29,2019-05-14,2019-05-14,0.0,OnTime,Retail,15,12194.52,47,20855.470912951172,0,0.0,8,17723.343209876544,1,791.8272727272727,0,0.0
536,1929351621.0,200756072,REINHA associates,,2019,5/21/19,20190605,USD,33475.3,06/05/19 0:00,0,,2019-05-21,2019-06-05,2019-06-05,0.0,OnTime,AllSectors,15,33475.3,0,0.0,1,17117.154545454545,1,11202.51818181818,0,0.0,0,0.0
537,1928757331.0,200466603,SMITH'S foundation,,2019,02/07/19,20190222,USD,103040.02,2/22/19 0:00,0,,2019-02-07,2019-02-22,2019-02-22,0.0,OnTime,AllSectors,15,103040.02,0,0.0,1,113466.86363636363,0,0.0,0,0.0,0,0.0
538,1929069790.0,200403703,H &  trust,,2019,04/04/19,20190414,USD,21332.5,4/16/19 0:00,0,,2019-04-04,2019-04-14,2019-04-16,2.0,Late,AllSectors,10,21332.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
539,1929836807.0,200778870,C ,,2019,09/06/19,20190921,USD,11530.3,9/25/19 0:00,0,,2019-09-06,2019-09-21,2019-09-25,4.0,Late,AllSectors,15,11530.3,0,0.0,0,0.0,2,63880.16666666665,0,0.0,0,0.0
540,1930558742.0,200769623,WAL-MAR ,Retail,2020,2/24/20,20200310,USD,50732.36,03/05/20 0:00,0,,2020-02-24,2020-03-10,2020-03-05,-5.0,Early,Retail,15,50732.36,187,23970.869107429186,1,11085.927272727273,37,24627.481940700804,1,791.8272727272727,0,0.0
541,1929146322.0,200573068,GROCE llc,,2019,4/15/19,20190430,USD,17464.0,4/30/19 0:00,0,,2019-04-15,2019-04-30,2019-04-30,0.0,OnTime,AllSectors,15,17464.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
542,1930474583.0,200769623,WAL-MAR systems,Retail,2020,02/05/20,20200220,USD,15132.2,2/18/20 0:00,0,,2020-02-05,2020-02-20,2020-02-18,-2.0,Early,Retail,15,15132.2,177,23859.43083003952,1,11085.927272727273,35,25082.993162393155,1,791.8272727272727,0,0.0
543,1929956390.0,200769623,WAL-MAR associates,Retail,2019,10/06/19,20191021,USD,67686.57,10/16/19 0:00,0,,2019-10-06,2019-10-21,2019-10-16,-5.0,Early,Retail,15,67686.57,117,23966.939368061478,1,11085.927272727273,20,21888.790049751246,1,791.8272727272727,0,0.0
544,1929348704.0,200592182,DECA corporation,,2019,5/20/19,20190526,USD,13370.36,5/25/19 0:00,0,,2019-05-20,2019-05-26,2019-05-25,-1.0,Early,AllSectors,6,13370.36,4,5274.697560975611,0,0.0,0,0.0,0,0.0,0,0.0
546,1928631262.0,200865666,RESTAU associates,,2019,1/15/19,20190130,USD,2156.16,1/30/19 0:00,0,,2019-01-15,2019-01-30,2019-01-30,0.0,OnTime,AllSectors,15,2156.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
547,1929223471.0,200794332,COST corporation,,2019,4/30/19,20190515,USD,31798.83,5/16/19 0:00,0,,2019-04-30,2019-05-15,2019-05-16,1.0,Late,AllSectors,15,31798.83,2,20499.290476190476,3,13657.106451612903,2,22460.428571428572,0,0.0,0,0.0
548,1929046162.0,200769623,WAL-MAR systems,Retail,2019,3/28/19,20190412,USD,3795.7,04/09/19 0:00,0,,2019-03-28,2019-04-12,2019-04-09,-3.0,Early,Retail,15,3795.7,37,20285.743396226415,0,0.0,7,20161.547887323944,1,791.8272727272727,0,0.0
549,1929871237.0,200726979,BJ'S  corp,,2019,9/13/19,20190928,USD,766.53,9/30/19 0:00,0,,2019-09-13,2019-09-28,2019-09-30,2.0,Late,AllSectors,15,766.53,0,0.0,15,8165.665562913908,14,13500.89574468085,0,0.0,0,0.0
550,1930022749.0,200772670,ASSOCIAT us,,2019,10/17/19,20191101,USD,58685.57,11/04/19 0:00,0,,2019-10-17,2019-11-01,2019-11-04,3.0,Late,AllSectors,15,58685.57,3,55643.96129032257,4,23342.107317073172,9,44669.94065934066,0,0.0,0,0.0
551,1929292672.0,200879892,HILL llc,,2019,5/14/19,20190529,USD,1714.14,5/30/19 0:00,0,,2019-05-14,2019-05-29,2019-05-30,1.0,Late,AllSectors,15,1714.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
552,1991819998.0,CC6050,HEIN co,,2019,1/24/19,20190310,USD,15810.45,4/22/19 0:00,0,,2019-01-24,2019-03-10,2019-04-22,43.0,VeryLate,AllSectors,45,15810.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
553,2960596858.0,140105686,SYSC trust,,2019,12/03/19,20191218,CAD,9907.2,12/23/19 0:00,0,,2019-12-03,2019-12-18,2019-12-23,5.0,Late,AllSectors,15,7232.256,0,0.0,0,0.0,10,38384.047524752474,0,0.0,0,0.0
554,1930186113.0,200782001,GORDO co,,2019,11/22/19,20191207,USD,41616.57,12/17/19 0:00,0,,2019-11-22,2019-12-07,2019-12-17,10.0,Late,AllSectors,15,41616.57,2,18669.20952380952,0,0.0,2,18940.390476190474,0,0.0,0,0.0
555,1930435761.0,200769623,WAL-MAR us,Retail,2020,1/25/20,20200209,USD,44460.03,02/04/20 0:00,0,,2020-01-25,2020-02-09,2020-02-04,-5.0,Early,Retail,15,44460.03,175,23807.051513420898,1,11085.927272727273,32,22470.890342679122,1,791.8272727272727,0,0.0
556,1929947932.0,200769623,WAL-MAR co,Retail,2019,10/02/19,20191017,USD,5625.41,10/15/19 0:00,0,,2019-10-02,2019-10-17,2019-10-15,-2.0,Early,Retail,15,5625.41,113,23740.661803713516,1,11085.927272727273,20,21888.790049751246,1,791.8272727272727,0,0.0
